Unnamed: 0,Title,Author,Published,Link
120,Dynamic Probabilistic Graphical Model for Progressive Fake News Detection on Social Media Platform,"Wang, J.",31-Oct-22,https://pureportal.coventry.ac.uk/en/publications/dynamic-probabilistic-graphical-model-for-progressive-fake-news-d
121,Editorial: Multi-Scale Computational Cardiology,"Zheng, D.",7-Feb-22,https://pureportal.coventry.ac.uk/en/publications/editorial-multi-scale-computational-cardiology
122,Effect of date palm pollen supplementation on female sexual function in non-menopausal women: A double blind randomized clinical trial,"Clark, C. C. T.",Oct-22,https://pureportal.coventry.ac.uk/en/publications/effect-of-date-palm-pollen-supplementation-on-female-sexual-funct
123,Effect of microcirculatory dysfunction on coronary hemodynamics: A pilot study based on computational fluid dynamics simulation,"Liu, H.",Jul-22,https://pureportal.coventry.ac.uk/en/publications/effect-of-microcirculatory-dysfunction-on-coronary-hemodynamics-a
124,"Effect of police enforcement and extreme social inequalities on violence and mental health among women who sell sex: findings from a cohort study in London, UK",,1-Aug-22,https://pureportal.coventry.ac.uk/en/publications/effect-of-police-enforcement-and-extreme-social-inequalities-on-v
125,Effects of Class-Wide Choice Making on the Behaviour of Students with Mild Intellectual Disability,"Clark, C.",2-Jan-22,https://pureportal.coventry.ac.uk/en/publications/effects-of-class-wide-choice-making-on-the-behaviour-of-students-
126,"Effects of different training intensities in high-intensity interval training (HIIT) on maximal aerobic velocity, hematological and muscle-damage markers in healthy young adults","Clark, C. C. T.",22-Aug-22,https://pureportal.coventry.ac.uk/en/publications/effects-of-different-training-intensities-in-high-intensity-inter
127,Effects of Exercise Training on Bone Health Parameters in Individuals With Obesity: A Systematic Review and Meta-Analysis,"Clark, C. C. T.",14-Feb-22,https://pureportal.coventry.ac.uk/en/publications/effects-of-exercise-training-on-bone-health-parameters-in-individ
128,Effects of Household Air Pollution (HAP) on Cardiovascular Diseases in Low- and Middle-Income Countries (LMICs): A Systematic Review and Meta-Analysis,"Kurmi, O. P.",29-Jul-22,https://pureportal.coventry.ac.uk/en/publications/effects-of-household-air-pollution-hap-on-cardiovascular-diseases
129,Effects of Protein and Amino Acid Supplementation on Muscle Mass and Strength in a Healthy Population,"Clark, C. C. T.",2022,https://pureportal.coventry.ac.uk/en/publications/effects-of-protein-and-amino-acid-supplementation-on-muscle-mass-
130,Effects of stent shape on focal hemodynamics in intracranial atherosclerotic stenosis: A simulation study with computational fluid dynamics modeling,"Liu, H.",13-Dec-22,https://pureportal.coventry.ac.uk/en/publications/effects-of-stent-shape-on-focal-hemodynamics-in-intracranial-athe
131,Eight Weeks of Pilates Training Improves Respiratory Measures in People With a History of COVID-19: A Preliminary Study,"Clark, C. C. T.",2-Oct-22,https://pureportal.coventry.ac.uk/en/publications/eight-weeks-of-pilates-training-improves-respiratory-measures-in-
132,"Empirically-Derived Dietary Patterns in Relation to Non-Alcoholic Fatty Liver Diseases Among Adult Participants in Amol, Northern Iran: A Structural Equation Modeling Approach","Clark, C. C. T.",28-Mar-22,https://pureportal.coventry.ac.uk/en/publications/empirically-derived-dietary-patterns-in-relation-to-non-alcoholic
133,Enhanced feedback interventions to promote evidence-based blood transfusion guidance and reduce unnecessary use of blood components: The AFFINITIE research programme including two cluster factorial RCTs,,Mar-22,https://pureportal.coventry.ac.uk/en/publications/enhanced-feedback-interventions-to-promote-evidence-based-blood-t
134,Enhancing Online Epidemic Supervising System by Compartmental and GRU Fusion Model,"Wang, J.",29-Aug-22,https://pureportal.coventry.ac.uk/en/publications/enhancing-online-epidemic-supervising-system-by-compartmental-and
135,Ethnic Disparities in Publicly-available Pulse Oximetry Databases,"Allen, J.",27-May-22,https://pureportal.coventry.ac.uk/en/publications/ethnic-disparities-in-publicly-available-pulse-oximetry-databases
136,Explainable Malware Detection System Using Transformers-Based Transfer Learning and Multi-Model Visual Representation,"Shah, S. A.",7-Sep-22,https://pureportal.coventry.ac.uk/en/publications/explainable-malware-detection-system-using-transformers-based-tra
137,Exploring the Acute Effects of the Daily Mile™ vs. Shuttle Runs on Children’s Cognitive and Affective Responses,"Martins, R.",22-Sep-22,https://pureportal.coventry.ac.uk/en/publications/exploring-the-acute-effects-of-the-daily-mile-vs-shuttle-runs-on-
138,Exploring the role of exposure to green and blue spaces in preventing anxiety and depression among young people aged 14-24 years living in urban settings:  A systematic review and conceptual framework,,13-Aug-22,https://pureportal.coventry.ac.uk/en/publications/exploring-the-role-of-exposure-to-green-and-blue-spaces-in-preven
139,"Exposure to household air pollution from solid cookfuels and childhood stunting: a population-based, cross-sectional study of half a million children in low- and middle-income countries","Kurmi, O.",1-Nov-22,https://pureportal.coventry.ac.uk/en/publications/exposure-to-household-air-pollution-from-solid-cookfuels-and-chil
140,Favorable association between Mediterranean diet (MeD) and DASH with NAFLD among Iranian adults of the Amol Cohort Study (AmolCS),"Clark, C. C. T.",8-Feb-22,https://pureportal.coventry.ac.uk/en/publications/favorable-association-between-mediterranean-diet-med-and-dash-wit
141,FedAux: An Efficient Framework for Hybrid Federated Learning,"Wang, J.",11-Aug-22,https://pureportal.coventry.ac.uk/en/publications/fedaux-an-efficient-framework-for-hybrid-federated-learning
142,Fine-Grained Assessment of COVID-19 Severity Based on Clinico-Radiological Data Using Machine Learning,"Liu, H.",26-Aug-22,https://pureportal.coventry.ac.uk/en/publications/fine-grained-assessment-of-covid-19-severity-based-on-clinico-rad
143,"Gastrointestinal Hormones, Morphological Characteristics, and Physical Performance in Elite Soccer Players","Clark, C. C. T.",1-Sep-22,https://pureportal.coventry.ac.uk/en/publications/gastrointestinal-hormones-morphological-characteristics-and-physi
144,Give the people what they want: evidence-based peer support for Long COVID,"Wright, H.",29-Mar-22,https://pureportal.coventry.ac.uk/en/publications/give-the-people-what-they-want-evidence-based-peer-support-for-lo
145,Guest Editorial Special Issue on Artificial Intelligence for Autonomous Unmanned System Applications,"Wang, J.",13-Oct-22,https://pureportal.coventry.ac.uk/en/publications/guest-editorial-special-issue-on-artificial-intelligence-for-auto
146,"Household air pollution, Passive smoking, and Lung cancer: Do we know enough about this conundrum?","Kurmi, O.",1-Nov-22,https://pureportal.coventry.ac.uk/en/publications/household-air-pollution-passive-smoking-and-lung-cancer-do-we-kno
147,How can we promote co-creation in communities? The perspective of health promoting professionals in four European countries,"Pearce, G.",21-Apr-22,https://pureportal.coventry.ac.uk/en/publications/how-can-we-promote-co-creation-in-communities-the-perspective-of-
148,How do we measure weight loss in New Mothers?,"Rodrigues Amorim Adegboye, A.",26-Aug-22,https://pureportal.coventry.ac.uk/en/publications/how-do-we-measure-weight-loss-in-new-mothers
149,Impact of mental health and personality traits on the incidence of chronic cough in the Canadian Longitudinal Study on Aging,"Kurmi, O.",30-May-22,https://pureportal.coventry.ac.uk/en/publications/impact-of-mental-health-and-personality-traits-on-the-incidence-o
150,Increasing gender sensitivity with codesign,"Woodcock, A.",29-Apr-22,https://pureportal.coventry.ac.uk/en/publications/increasing-gender-sensitivity-with-codesign
151,Index of microcirculatory resistance: state-of-the-art and potential applications in computational simulation of coronary artery disease,"Liu, H.",28-Feb-22,https://pureportal.coventry.ac.uk/en/publications/index-of-microcirculatory-resistance-state-of-the-art-and-potenti
152,Innovation Bridge,"Magee, P.",2022,https://pureportal.coventry.ac.uk/en/publications/innovation-bridge
153,Integrating a New Dietetic Care Process in a Health Information System: A System and Process Analysis and Assessment,"Lycett, D.",22-Feb-22,https://pureportal.coventry.ac.uk/en/publications/integrating-a-new-dietetic-care-process-in-a-health-information-s
154,Intelligent Reflecting Surface Based Non-LOS Human Activity Recognition for Next Generation 6G-Enabled Healthcare System,"Shah, S. A.",Sep-22,https://pureportal.coventry.ac.uk/en/publications/intelligent-reflecting-surface-based-non-los-human-activity-recog
155,Interaction between caveolin-1 polymorphism and dietary fat quality indexes on visceral adiposity index (VAI) and body adiposity index (BAI) among overweight and obese women: a cross-sectional study,"Clark, C. C. T.",Dec-22,https://pureportal.coventry.ac.uk/en/publications/interaction-between-caveolin-1-polymorphism-and-dietary-fat-quali
156,Interactions between Caveolin-1 polymorphism and Plant-based dietary index on metabolic and inflammatory markers among women with obesity,"Clark, C. C. T.",31-May-22,https://pureportal.coventry.ac.uk/en/publications/interactions-between-caveolin-1-polymorphism-and-plant-based-diet
157,Intimate partner violence educational programmes may improve healthcare professionals' knowledge of and readiness to respond to women's experiences of violence,,Mar-22,https://pureportal.coventry.ac.uk/en/publications/intimate-partner-violence-educational-programmes-may-improve-heal
158,IoT Based Fall Detection System for Elderly Healthcare,"Shah, S. A.",25-Feb-22,https://pureportal.coventry.ac.uk/en/publications/iot-based-fall-detection-system-for-elderly-healthcare
159,ISIATasker: Task Allocation for Instant-SensingߝInstant-Actuation Mobile Crowdsensing: Task Allocation for Instant-Sensing-Instant-Actuation Mobile Crowd Sensing,"Wang, J.",1-Mar-22,https://pureportal.coventry.ac.uk/en/publications/isiatasker-task-allocation-for-instant-sensing%DF%9Dinstant-actuation-
160,Is there any putative mediatory role of inflammatory markers on the association between ultra-processed foods and resting metabolic rate?,"Clark, C. C. T.",13-Oct-22,https://pureportal.coventry.ac.uk/en/publications/is-there-any-putative-mediatory-role-of-inflammatory-markers-on-t
161,Let down by Low Expectations: A Qualitative Interview/participatory Photography Study of Feeding Problems in Autistic Children,"Kneafsey, R.",21-Mar-22,https://pureportal.coventry.ac.uk/en/publications/let-down-by-low-expectations-a-qualitative-interviewparticipatory
162,Lifestyle factors and fetal and childhood origins of type 2 diabetes: A prospective study of Chinese and European adults,,Mar-22,https://pureportal.coventry.ac.uk/en/publications/lifestyle-factors-and-fetal-and-childhood-origins-of-type-2-diabe
163,"Longitudinal association of movement behaviour and motor competence in childhood: A structural equation model, compositional, and isotemporal substitution analysis","Clark, C.",Aug-22,https://pureportal.coventry.ac.uk/en/publications/longitudinal-association-of-movement-behaviour-and-motor-competen
164,M3Care: Learning with Missing Modalities in Multimodal Healthcare Data,"Wang, J.",14-Aug-22,https://pureportal.coventry.ac.uk/en/publications/m3care-learning-with-missing-modalities-in-multimodal-healthcare-
165,Machine learning empowered COVID-19 patient monitoring using non-contact sensing: An extensive review,"Saeed, U.",Apr-22,https://pureportal.coventry.ac.uk/en/publications/machine-learning-empowered-covid-19-patient-monitoring-using-non-
166,Managing idiopathic intracranial hypertension in pregnancy: practical advice,"Abbott, S.",21-Apr-22,https://pureportal.coventry.ac.uk/en/publications/managing-idiopathic-intracranial-hypertension-in-pregnancy-practi
167,Marginal voices: Exploring presence and participation in interaction in child protection conferences,"Lutman-White, E.",May-22,https://pureportal.coventry.ac.uk/en/publications/marginal-voices-exploring-presence-and-participation-in-interacti
168,MARVAir: Meteorology Augmented Residual-based Visual Approach for Crowdsourcing Air Quality Inference,"Wang, J.",2022,https://pureportal.coventry.ac.uk/en/publications/marvair-meteorology-augmented-residual-based-visual-approach-for-
